Material type,Material number,Material description,Serial number,Storage location,Movement type,Material document number,Posting date,Quantity,UOM,Amount,Cost object,User Name
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HDWYX52,7SR,311,4900127051,9/18/15,1,EA,0,,MHUARD
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HDWYX52,7SR,201,4900130994,11/12/15,1,EA,"1,854.27",1805011,FPIERRE
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG6T842,3SR,Z02,4900111444,2/12/15,1,EA,874.23,1550161,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG6T842,3SR,311,4900111446,2/12/15,1,EA,0,,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG6T842,OSR,311,4900111446,2/12/15,1,EA,0,,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG6T842,OSR,311,4900116752,5/1/15,1,EA,0,,JARIAS
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG6T842,3SR,311,4900116752,5/1/15,1,EA,0,,JARIAS
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG6T842,3SR,201,4900116805,5/1/15,1,EA,"1,069.25",1550161,BENTHAM
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7M842,3SR,Z02,4900111444,2/12/15,1,EA,874.23,1550161,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7M842,3SR,311,4900111446,2/12/15,1,EA,0,,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7M842,OSR,311,4900111446,2/12/15,1,EA,0,,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7M842,7SR,201,4900118510,5/26/15,1,EA,"1,134.25",6070072,ERIKJOHN
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7M842,OSR,311,4900118418,5/26/15,1,EA,0,,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7M842,7SR,311,4900118418,5/26/15,1,EA,0,,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7N842,3SR,Z02,4900111444,2/12/15,1,EA,874.23,1550161,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7N842,3SR,311,4900111446,2/12/15,1,EA,0,,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7N842,OSR,311,4900111446,2/12/15,1,EA,0,,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7N842,OSR,311,4900117608,5/14/15,1,EA,0,,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7N842,3SR,311,4900117608,5/14/15,1,EA,0,,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7N842,3SR,201,4900117745,5/15/15,1,EA,"1,134.25",1550161,BENTHAM
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7P842,3SR,Z02,4900111444,2/12/15,1,EA,874.23,1550161,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7P842,3SR,311,4900111446,2/12/15,1,EA,0,,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7P842,OSR,311,4900111446,2/12/15,1,EA,0,,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7P842,OSR,311,4900111766,2/19/15,1,EA,0,,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7P842,7SR,311,4900111766,2/19/15,1,EA,0,,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7P842,7SR,201,4900111868,2/20/15,1,EA,874.23,4040001,ERIKJOHN
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7Q842,3SR,Z02,4900111444,2/12/15,1,EA,874.23,1550161,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7Q842,3SR,311,4900111446,2/12/15,1,EA,0,,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7Q842,OSR,311,4900111446,2/12/15,1,EA,0,,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7Q842,OSR,311,4900112877,3/6/15,1,EA,0,,JARIAS
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7Q842,7SR,311,4900112877,3/6/15,1,EA,0,,JARIAS
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",HG7Q842,7SR,201,4900112945,3/6/15,1,EA,"1,069.25",5700151,ARIVERA
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HGKBT52,OSR,101,5000169517,8/21/15,1,EA,672.26,,BILLG
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HGKBT52,OSR,311,4900126202,9/9/15,1,EA,0,,JARIAS
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HGKBT52,7SR,311,4900126202,9/9/15,1,EA,0,,JARIAS
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HGKBT52,7SR,201,4900126297,9/9/15,1,EA,672.23,4070029,FPIERRE
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HH7Y162,7SR,101,5000177034,11/5/15,1,EA,"1,854.27",,SCOTBAIN
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HH7Y162,7SR,201,4900132835,12/8/15,1,EA,"1,854.27",1805011,FPIERRE
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HHDHT52,OSR,101,5000169517,8/21/15,1,EA,672.26,,BILLG
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HHDHT52,OSR,311,4900126260,9/9/15,1,EA,0,,JARIAS
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HHDHT52,3SR,311,4900126260,9/9/15,1,EA,0,,JARIAS
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HHDHT52,3SR,201,4900126292,9/9/15,1,EA,672.24,8200107,TASHIB
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HHVDT52,OSR,101,5000169517,8/21/15,1,EA,672.26,,BILLG
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HHVDT52,OSR,311,4900126093,9/8/15,1,EA,0,,JARIAS
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HHVDT52,3SR,311,4900126093,9/8/15,1,EA,0,,JARIAS
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HHVDT52,3SR,201,4900126179,9/8/15,1,EA,672.23,8200060,BENTHAM
ZIT,DELLE6440,"Laptop, DELL, Latitude E6440 (1EA)",HLRWP12,OSR,311,4900117434,5/12/15,1,EA,0,,JARIAS
ZIT,DELLE6440,"Laptop, DELL, Latitude E6440 (1EA)",HLRWP12,3SR,311,4900117434,5/12/15,1,EA,0,,JARIAS
ZIT,DELLE6440,"Laptop, DELL, Latitude E6440 (1EA)",HLRWP12,3SR,201,4900117523,5/12/15,1,EA,"1,579.16",8200110,BENTHAM
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HMWRQ32,OSR,101,5000163880,6/26/15,1,EA,"1,854.27",,BILLG
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HMWRQ32,OSR,311,4900122905,7/27/15,1,EA,0,,JARIAS
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HMWRQ32,7SR,311,4900122905,7/27/15,1,EA,0,,JARIAS
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HMWRQ32,7SR,201,4900123652,8/5/15,1,EA,"1,854.27",1805011,FPIERRE
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HR7TZ52,OSR,101,5000172095,9/18/15,1,EA,"1,854.27",,JARIAS
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HR7TZ52,OSR,311,4900127064,9/21/15,1,EA,0,,SCOTBAIN
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HR7TZ52,7SR,311,4900127064,9/21/15,1,EA,0,,SCOTBAIN
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HR7TZ52,7SR,201,4900129976,10/28/15,1,EA,"1,854.27",1805011,FPIERRE
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HS1NR22,OSR,101,5000147438,1/6/15,1,EA,672.26,,BILLG
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HS1NR22,OSR,311,4900114122,3/25/15,1,EA,0,,JARIAS
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HS1NR22,3SR,311,4900114122,3/25/15,1,EA,0,,JARIAS
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",HS1NR22,3SR,201,4900114181,3/25/15,1,EA,672.26,8200102,MHUARD
ZIT,DELLE6440,"Laptop, DELL, Latitude E6440 (1EA)",HSZ9L32,OSR,101,5000151254,2/19/15,1,EA,"1,579.18",,BILLG
ZIT,DELLE6440,"Laptop, DELL, Latitude E6440 (1EA)",HSZ9L32,OSR,311,4900127051,9/18/15,1,EA,0,,MHUARD
ZIT,DELLE6440,"Laptop, DELL, Latitude E6440 (1EA)",HSZ9L32,7SR,311,4900127051,9/18/15,1,EA,0,,MHUARD
ZIT,DELLE6440,"Laptop, DELL, Latitude E6440 (1EA)",HSZ9L32,7SR,201,4900130395,11/3/15,1,EA,"1,579.16",1805011,FPIERRE
ZIT,CHROMEBOOK,"Laptop,  Chromebook550, Samsung (1EA)",HT4L91RD400537,OSR,311,4900127051,9/18/15,1,EA,0,,MHUARD
ZIT,CHROMEBOOK,"Laptop,  Chromebook550, Samsung (1EA)",HT4L91RD400537,7SR,311,4900127051,9/18/15,1,EA,0,,MHUARD
ZIT,CHROMEBOOK,"Laptop,  Chromebook550, Samsung (1EA)",HT4L91RD400537,7SR,201,4900130395,11/3/15,1,EA,447.1,1805011,FPIERRE
ZIT,CHROMEBOOK,"Laptop,  Chromebook550, Samsung (1EA)",HT4L91RD400589,OSR,311,4900127051,9/18/15,1,EA,0,,MHUARD
ZIT,CHROMEBOOK,"Laptop,  Chromebook550, Samsung (1EA)",HT4L91RD400589,7SR,311,4900127051,9/18/15,1,EA,0,,MHUARD
ZIT,CHROMEBOOK,"Laptop,  Chromebook550, Samsung (1EA)",HT4L91RD400589,7SR,201,4900130395,11/3/15,1,EA,447.11,1805011,FPIERRE
ZIT,CHROMEBOOK,"Laptop,  Chromebook550, Samsung (1EA)",HT4L91RD400599,OSR,311,4900127051,9/18/15,1,EA,0,,MHUARD
ZIT,CHROMEBOOK,"Laptop,  Chromebook550, Samsung (1EA)",HT4L91RD400599,7SR,311,4900127051,9/18/15,1,EA,0,,MHUARD
ZIT,CHROMEBOOK,"Laptop,  Chromebook550, Samsung (1EA)",HT4L91RD400599,7SR,201,4900130395,11/3/15,1,EA,447.1,1805011,FPIERRE
ZIT,CHROMEBOOK,"Laptop,  Chromebook550, Samsung (1EA)",HT4L91SD202064,3SR,201,4900112836,3/5/15,1,EA,447.11,1550161,TASHIB
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HT7HM32,OSR,101,5000161601,6/4/15,1,EA,"1,854.27",,BILLG
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HT7HM32,OSR,311,4900122610,7/22/15,1,EA,0,,BILLG
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HT7HM32,7SR,311,4900122610,7/22/15,1,EA,0,,BILLG
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HT7HM32,7SR,201,4900122871,7/24/15,1,EA,"1,854.26",1805011,FPIERRE
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HTV3262,7SR,101,5000177034,11/5/15,1,EA,"1,854.27",,SCOTBAIN
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HTV3262,7SR,201,4900133256,12/14/15,1,EA,"1,854.27",1805011,FPIERRE
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HY63262,7SR,101,5000177204,11/6/15,1,EA,"1,854.27",,SCOTBAIN
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",HY63262,7SR,201,4900133341,12/15/15,1,EA,"1,854.27",1805011,FPIERRE
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",J4YDK32,OSR,101,5000147391,1/5/15,1,EA,"1,854.26",,BILLG
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",J4YDK32,OSR,311,4900121566,7/8/15,1,EA,0,,BILLG
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",J4YDK32,7SR,311,4900121566,7/8/15,1,EA,0,,BILLG
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",J4YDK32,7SR,201,4900121645,7/8/15,1,EA,"1,828.78",1805011,ELUBONJA
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",J56DJ12,7SR,201,4900118136,5/21/15,1,EA,"1,828.78",1550161,ERIKJOHN
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",J5DDN12,OSR,311,4900115004,4/7/15,1,EA,0,,BILLG
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",J5DDN12,7SR,311,4900115004,4/7/15,1,EA,0,,BILLG
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",J5DDN12,7SR,201,4900115366,4/10/15,1,EA,"1,828.78",1550161,ERIKJOHN
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",J5QDM52,7SR,101,5000178990,11/24/15,1,EA,672.26,,KITOWICZ
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",J6QTQ32,OSR,101,5000163880,6/26/15,1,EA,"1,854.27",,BILLG
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",J6QTQ32,OSR,311,4900122905,7/27/15,1,EA,0,,JARIAS
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",J6QTQ32,7SR,311,4900122905,7/27/15,1,EA,0,,JARIAS
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",J6QTQ32,7SR,201,4900124152,8/12/15,1,EA,"1,854.27",1805011,FPIERRE
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",J720V32,OSR,101,5000167262,7/30/15,1,EA,"1,854.27",,BILLG
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",J720V32,OSR,311,4900124243,8/13/15,1,EA,0,,JARIAS
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",J720V32,7SR,311,4900124243,8/13/15,1,EA,0,,JARIAS
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",J720V32,7SR,201,4900127630,9/28/15,1,EA,"1,854.27",1805011,FPIERRE
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",J7DDN12,OSR,311,4900114014,3/24/15,1,EA,0,,BILLG
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",J7DDN12,7SR,311,4900114014,3/24/15,1,EA,0,,BILLG
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",J7DDN12,7SR,201,4900114303,3/27/15,1,EA,"1,813.27",1550161,ARIVERA
ZIT,DELLE7250,"Laptop, DELL, Latitude E7250 (1EA)",J98LZ52,OSR,101,5000170349,8/31/15,1,EA,"1,839.38",,JARIAS
ZIT,DELLE7250,"Laptop, DELL, Latitude E7250 (1EA)",J98LZ52,OSR,311,4900125645,9/1/15,1,EA,0,,BILLG
ZIT,DELLE7250,"Laptop, DELL, Latitude E7250 (1EA)",J98LZ52,7SR,311,4900125645,9/1/15,1,EA,0,,BILLG
ZIT,DELLE7250,"Laptop, DELL, Latitude E7250 (1EA)",J98LZ52,7SR,201,4900125741,9/1/15,1,EA,"1,839.38",1805011,FPIERRE
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",JFZ4W32,OSR,101,5000171650,9/15/15,1,EA,"1,854.27",,BILLG
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",JFZ4W32,OSR,311,4900127051,9/18/15,1,EA,0,,MHUARD
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",JFZ4W32,7SR,311,4900127051,9/18/15,1,EA,0,,MHUARD
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",JFZ4W32,7SR,201,4900131276,11/16/15,1,EA,"1,854.27",1805011,FPIERRE
ZIT,DELLE7250,"Laptop, DELL, Latitude E7250 (1EA)",JHV2S32,OSR,101,5000163124,6/18/15,1,EA,"1,839.38",,JARIAS
ZIT,DELLE7250,"Laptop, DELL, Latitude E7250 (1EA)",JHV2S32,OSR,311,4900124031,8/11/15,1,EA,0,,JARIAS
ZIT,DELLE7250,"Laptop, DELL, Latitude E7250 (1EA)",JHV2S32,7SR,311,4900124031,8/11/15,1,EA,0,,JARIAS
ZIT,DELLE7250,"Laptop, DELL, Latitude E7250 (1EA)",JHV2S32,7SR,201,4900124108,8/11/15,1,EA,"1,839.38",1805011,FPIERRE
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",JK23062,OSR,101,5000172095,9/18/15,1,EA,"1,854.27",,JARIAS
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",JK23062,OSR,311,4900127064,9/21/15,1,EA,0,,SCOTBAIN
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",JK23062,7SR,311,4900127064,9/21/15,1,EA,0,,SCOTBAIN
ZIT,DELLE7450,"Laptop, DELL, Latitude E7450 (1EA)",JK23062,7SR,201,4900129527,10/22/15,1,EA,"1,854.27",1805011,FPIERRE
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",JLXDK32,OSR,101,5000147391,1/5/15,1,EA,"1,854.26",,BILLG
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",JLXDK32,OSR,311,4900116234,4/24/15,1,EA,0,,BILLG
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",JLXDK32,7SR,311,4900116234,4/24/15,1,EA,0,,BILLG
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",JLXDK32,7SR,201,4900117255,5/8/15,1,EA,"1,828.78",1550161,ERIKJOHN
ZIT,DELL3020,"Desktop, DELL, OptiPlex 3020 (1EA)",JMFLM52,7SR,101,5000178990,11/24/15,1,EA,672.26,,KITOWICZ
ZIT,DELLE7440,"Laptop, DELL, Latitude-DEFLAG 110515",JQZFH12,3SR,201,4900120427,6/22/15,1,EA,"1,828.78",1550161,BENTHAM
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PKN1,OSR,101,5000152771,3/5/15,1,EA,"1,225.26",,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PKN1,OSR,311,4900122805,7/24/15,1,EA,0,,JARIAS
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PKN1,7SR,311,4900122805,7/24/15,1,EA,0,,JARIAS
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PKN1,7SR,201,4900122856,7/24/15,1,EA,"1,134.25",1805011,FPIERRE
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PLN1,OSR,101,5000152771,3/5/15,1,EA,"1,225.26",,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PLN1,OSR,311,4900126093,9/8/15,1,EA,0,,JARIAS
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PLN1,3SR,311,4900126093,9/8/15,1,EA,0,,JARIAS
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PLN1,3SR,201,4900126179,9/8/15,1,EA,"1,134.25",1805011,BENTHAM
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PMM1,OSR,101,5000152771,3/5/15,1,EA,"1,225.26",,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PMM1,OSR,311,4900121126,7/1/15,1,EA,0,,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PMM1,7SR,311,4900121126,7/1/15,1,EA,0,,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PMM1,7SR,201,4900121168,7/1/15,1,EA,"1,134.25",4900012,ELUBONJA
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PS22,OSR,101,5000152771,3/5/15,1,EA,"1,225.26",,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PS22,OSR,311,4900127051,9/18/15,1,EA,0,,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PS22,7SR,311,4900127051,9/18/15,1,EA,0,,MHUARD
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PS22,7SR,311,4900134695,1/12/16,1,EA,0,,KGYALTSO
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PS22,3SR,311,4900134695,1/12/16,1,EA,0,,KGYALTSO
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7PS22,3SR,201,4900134722,1/12/16,1,EA,"1,199.26",1805011,BENTHAM
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7Q842,OSR,101,5000152771,3/5/15,1,EA,"1,225.26",,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7Q842,OSR,311,4900126641,9/15/15,1,EA,0,,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7Q842,7SR,311,4900126641,9/15/15,1,EA,0,,BILLG
ZIT,DELL9020,"Desktop, DELL, OptiPlex 9020 (1EA)",JS7Q842,7SR,201,4900126721,9/15/15,1,EA,"1,134.25",7160005,FPIERRE
ZIT,DELL7010,"Desktop, Dell, OptiPlex 7010 (1 EA)",JX28Y12,7SR,201,4900110163,1/21/15,1,EA,983.84,1550161,ARIVERA
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T542673,OSR,101,5000161739,6/5/15,1,EA,625,,JARIAS
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T542673,OSR,311,4900120689,6/25/15,1,EA,0,,BILLG
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T542673,7SR,311,4900120689,6/25/15,1,EA,0,,BILLG
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T542673,7SR,201,4900120755,6/25/15,1,EA,670,1550161,ELUBONJA
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T543538,OSR,101,5000164321,7/1/15,1,EA,625,,BILLG
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T543538,OSR,311,4900122697,7/23/15,1,EA,0,,BILLG
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T543538,7SR,311,4900122697,7/23/15,1,EA,0,,BILLG
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T543538,7SR,201,4900122775,7/23/15,1,EA,662.5,1805011,FPIERRE
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T543992,7SR,101,5000173209,9/30/15,1,EA,625,,BILLG
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T544048,7SR,101,5000173381,10/1/15,1,EA,625,,BILLG
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T544640,OSR,101,5000169681,8/24/15,1,EA,625,,JARIAS
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T544640,OSR,311,4900127053,9/18/15,1,EA,0,,MHUARD
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T544640,7SR,311,4900127053,9/18/15,1,EA,0,,MHUARD
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T544640,7SR,201,4900127083,9/21/15,1,EA,660,1805011,KGYALTSO
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T544645,OSR,101,5000169681,8/24/15,1,EA,625,,JARIAS
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T544645,OSR,311,4900127053,9/18/15,1,EA,0,,MHUARD
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T544645,7SR,311,4900127053,9/18/15,1,EA,0,,MHUARD
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T544645,7SR,311,4900127264,9/23/15,1,EA,0,,ZUKOWSKI
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T544645,3SR,311,4900127264,9/23/15,1,EA,0,,ZUKOWSKI
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T544645,3SR,201,4900127298,9/23/15,1,EA,660,1805010,TASHIB
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T544645,3SR,202,4900125126,10/8/15,1,EA,660,1805010,BONEILL
ZIT,XEROX3610,"Printer, Xerox Phaser, 3610 (1 EA)",SA4T544645,3SR,201,4900125127,10/8/15,1,EA,656.67,1550161,BONEILL
ZIT,MACBOOKAIR11,"Laptop, Macbook Air 11"" -DEFLAG 060215",SC02JW1X7DRV9,OSR,311,4900117911,5/18/15,1,EA,0,,BILLG
ZIT,MACBOOKAIR11,"Laptop, Macbook Air 11"" -DEFLAG 060215",SC02JW1X7DRV9,7SR,311,4900117911,5/18/15,1,EA,0,,BILLG
ZIT,MACBOOKAIR11,"Laptop, Macbook Air 11"" -DEFLAG 060215",SC02JW1X7DRV9,7SR,201,4900117907,5/18/15,1,EA,"1,680.17",1550111,ERIKJOHN
ZIT,MACBOOKAIR11,"Laptop, Macbook Air 11"" -DEFLAG 060215",SC02JW1X7DRV9,7SR,202,4900117963,5/18/15,1,EA,"1,680.17",1550111,SCOTBAIN
ZIT,MACBOOKAIR11,"Laptop, Macbook Air 11"" -DEFLAG 060215",SC02JW1X7DRV9,7SR,201,4900117964,5/19/15,1,EA,"1,680.17",1550161,SCOTBAIN
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02N70M4G3QP,OSR,311,4900109571,1/12/15,1,EA,0,,JARIAS
ZIT,MACBOOKPRO15-DR,"Laptop, MacBook Pro 15"" RETINA D. (1 EA)",SC02N70M4G3QP,7SR,311,4900109571,1/12/15,1,EA,0,,JARIAS
