"name","assigned_to","u_casper_id","manufacturer","serial_number","depot","location","u_mac_address","u_filemaker_id","sys_updated_on","disk_space"
"wm183-33d","","3703","Apple","C02LD1NMFFT3","Chicago","","","276528","2016-01-11 10:06:53",""
"wm831-8DE","","1489","Apple","C02H60USDJWR","Chicago","","","276498","2016-01-11 10:06:53",""
"GMBC4-BC9","","1898","Apple","C07JV0LKF4MG","Chicago","","","276768","2016-01-11 10:06:53",""
"wmb6f-b14","","3285","Apple","C02NV1D0G3QT","Chicago","","","276672","2016-01-11 10:06:53",""
"wmb6c-05f","","3444","Apple","C02MQ6WUF6T6","Chicago","","","276736","2016-01-11 10:06:53",""
"WMD08-F62","","3401","Apple","C02P93RCG3QC","Chicago","","","276520","2016-01-11 10:06:53",""
"wm161-7e1","","2287","Apple","C02L80SJFFT3","Chicago","","","276584","2016-01-11 10:06:53",""
"wm856-ffc","","3450","Apple","C1MPD1XYG944","Chicago","","","276728","2016-01-11 10:06:54",""
"gmbdb-770","","2590","Apple","D25KF0WDDNMP","Chicago","","","276432","2016-01-11 10:06:54",""
"WMB87-BE3","","3846","Apple","C02QL1ZCG8WL","Chicago","","","276490","2016-01-11 10:06:54",""
"GM282-382","","2573","Apple","D25JN024DHJW","Chicago","","","276552","2016-01-11 10:06:54",""
"wma37-cce","","3252","Apple","C02NK9HBG3QC","Chicago","","","276482","2016-01-11 10:06:54",""
"wm1de-f0c","","3303","Apple","C02NF5KLG5RP","Chicago","","","276466","2016-01-11 10:06:54",""
"wm8d2-664","","3747","Apple","C1MQ67EYG944","Chicago","","","276616","2016-01-11 10:06:54",""
"wm8b5-5c6","","3761","Apple","C1MQ66G4G944","Chicago","","","276752","2016-01-11 10:06:54",""
"wm822-9df","","3710","Apple","C02Q63ZRG8WM","Chicago","","","276702","2016-01-11 10:06:54",""
"wm8af-84a","","2827","Apple","C02MC3HGF6T6","Chicago","","","276576","2016-01-11 10:06:54",""
"gm65b-e70","","1452","Apple","C07H10U0DJD3","Chicago","","","276408","2016-01-11 10:06:55",""
"wm147-8a7","","3249","Apple","C02KC1PBFFT3","Chicago","","","276688","2016-01-11 10:06:55",""
"gm188-43a","","3434","Apple","C02NQBXAFY14","Chicago","","","276718","2016-01-11 10:06:55",""
"gm1a0-054","","2184","Apple","D25HK0EDDHJW","Chicago","","","276664","2016-01-11 10:06:55",""
"wm98d-4e8","","3400","Apple","C02LM5ARF6T6","Chicago","","","276608","2016-01-11 10:06:55",""
"wmc3b-004","","3250","Apple","C02P22U5G3QT","Chicago","","","276694","2016-01-11 10:06:55",""
"wm835-07c","","1557","Apple","C02H611HDJWR","Chicago","","","276760","2016-01-11 10:06:55",""
"cm0eb-d4b","","1530","Apple","D25GH1C8DHJW","Chicago","","","276632","2016-01-11 10:06:55",""
"bmdba-f69","","2090","Apple","C02KV0G0F1G3","Chicago","","","276544","2016-01-11 10:06:55",""
"wm1e1-0f6","","3225","Apple","C02NF5KMG5RP","Chicago","","","276458","2016-01-11 10:06:55",""
"wm9f4-3e9","","3802","Apple","C02QF00MG8WM","Chicago","","","276424","2016-01-11 10:06:55",""
"wmdae-cab","","3413","Apple","C02N25LKG5RP","Chicago","","","276600","2016-01-11 10:06:56",""
"wm1e2-1e9","","3688","Apple","C02Q50ZMG8WL","Chicago","","","276776","2016-01-11 10:06:56",""
"wm205-351","","3765","Apple","C02L211HFFT3","Chicago","","","276560","2016-01-11 10:06:56",""
"wm1df-a82","","3222","Apple","C02NF5KRG5RP","Chicago","","","276536","2016-01-11 10:06:56",""
"wmbf8-9cc","","3296","Apple","C02NQ131G5RP","Chicago","","","276474","2016-01-11 10:06:56",""
"wm8cf-834","","3427","Apple","C02PG7QKG3QC","Chicago","","","276512","2016-01-11 10:06:56",""
"wm069-763","","3591","Apple","C02PW22MG8WL","Chicago","","","276656","2016-01-11 10:06:56",""
"wmf20-ab4","","3571","Apple","C02PL1C8G3QN","Chicago","","","276568","2016-01-11 10:06:56",""
"wmd1a-b7a","","2822","Apple","C02MC28SFD59","Chicago","","","276450","2016-01-11 10:06:56",""
"wmd1c-d98","","2824","Apple","C02MP182FD58","Chicago","","","276680","2016-01-11 10:06:56",""
"wmc1a-e8c","","3311","Apple","C02NW0N2G3QP","Chicago","","","276442","2016-01-11 10:06:57",""
"wm663-1d4","","3453","Apple","C02P32SVG5RP","Chicago","","","276592","2016-01-11 10:06:57",""
"wmb70-89a","","3208","Apple","C02NT2ZZG3QP","Chicago","","","276648","2016-01-11 10:06:57",""
"wm9f7-69d","","3725","Apple","C02QF3SFFVH8","Chicago","","","276744","2016-01-11 10:06:57",""
"wmd2b-dca","","2796","Apple","C02MC1VXFD58","Chicago","","","276416","2016-01-11 10:06:57",""
"wmc79-af8","","3314","Apple","C02P50TRG3QT","Chicago","","","276624","2016-01-11 10:06:57",""
"wm963-eb8","","2421","Apple","C02LT451FD59","Chicago","","","276504","2016-01-11 10:06:57",""
"wmc83-7b4","","3270","Apple","C02P42YBG3QT","Chicago","","","276710","2016-01-11 10:06:57",""
"wm8c1-3d4","","3812","Apple","C1MQC6D8G944","Chicago","","","276868","2016-01-11 10:07:15",""
"wmcb8-bdc","","2671","Apple","C02M80TGFD58","Chicago","","","276918","2016-01-11 10:07:15",""
"gmcaf-a47","","3700","Apple","C02KJ308F1G3","Chicago","","","276792","2016-01-11 10:07:15",""
"wm897-d2c","","2298","Apple","C02LG4V1F6T6","Chicago","","","276910","2016-01-11 10:07:15",""
"wmc01-249","","3809","Apple","C02MV821F6T6","Chicago","","","276860","2016-01-11 10:07:15",""
"wmf2f-e43","","1803","Apple","C02JK1QNDRVG","Chicago","","","276824","2016-01-11 10:07:15",""
"lmb7d-ec2","","1589","Apple","W89431NH64B","Chicago","","","276892","2016-01-11 10:07:15",""
"bm4df-f12","","2830","Apple","D25G91RZDHJW","Chicago","","","276934","2016-01-11 10:07:15",""
"wmc15-2ca","","2829","Apple","C02MJ2L3FD58","Chicago","","","276926","2016-01-11 10:07:15",""
"gm077-413","","1593","Apple","D25HF0WXDHJW","Chicago","","","276900","2016-01-11 10:07:15",""
"GM28F-571","","1574","Apple","C02HM0BJDV7P","Chicago","","","276816","2016-01-11 10:07:15",""
"wm0e1-d78","","3227","Apple","C02N7808G5RP","Chicago","","","276830","2016-01-11 10:07:16",""
"wm8af-850","","2857","Apple","C02MC3HQF6T6","Chicago","","","276852","2016-01-11 10:07:16",""
"wmcf1-868","","3513","Apple","C02PLJVNG8WN","Chicago","","","276808","2016-01-11 10:07:16",""
"gm514-82e","","3712","Apple","D25GJ0C6DHJW","Chicago","","","276800","2016-01-11 10:07:16",""
"wmc22-0f4","","3322","Apple","C02NQ12QG5RP","Chicago","","","276884","2016-01-11 10:07:16",""
"wm8c2-e6e","","3835","Apple","C1MQC6DNG944","Chicago","","","276876","2016-01-11 10:07:16",""
"wmd16-c9e","","3378","Apple","C02P90HMG3QP","Chicago","","","276844","2016-01-11 10:07:16",""
"glm393-d1b","","3689","Apple","QP841187ZE2","Chicago","","","276784","2016-01-11 10:07:16",""
"wm833-004","","1582","Apple","C02H60F8DJY9","Chicago","","","276838","2016-01-11 10:07:16",""
"wmbe7-b78","","3395","Apple","C02NQ19HG5RP","Chicago","","","276950","2016-01-11 10:07:32",""
"wm6bb-3de","","3586","Apple","C1MPX0F5G944","Chicago","","","277046","2016-01-11 10:07:32",""
"wm688-8c6","","3405","Apple","C02P32SUG5RP","Chicago","","","276958","2016-01-11 10:07:32",""
"wmc9c-814","","3371","Apple","C02P63DXG3QC","Chicago","","","277014","2016-01-11 10:07:33",""
"gm30d-028","","1607","Apple","C02HR0HFDV10","Chicago","","","276942","2016-01-11 10:07:33",""
"gm1c9-9e7","","1622","Apple","D25FV0Z1DHJW","Chicago","","","276998","2016-01-11 10:07:33",""
"wma6b-769","","1641","Apple","C02HQ1H7DJWR","Chicago","","","277102","2016-01-11 10:07:33",""
"wmdaf-281","","3211","Apple","C02N25LLG5RP","Chicago","","","276990","2016-01-11 10:07:33",""
"wm8af-042","","2825","Apple","C02MC3H5F6T6","Chicago","","","277038","2016-01-11 10:07:33",""
"wm074-197","","3619","Apple","C02PW228G8WL","Chicago","","","277108","2016-01-11 10:07:33",""
"wmbf7-4ba","","3355","Apple","C02NQ12PG5RP","Chicago","","","277006","2016-01-11 10:07:33",""
"wmcd1-beb","","1921","Apple","C02K702RFFRR","Chicago","","","277078","2016-01-11 10:07:33",""
"wm81f-a45","","3736","Apple","C02Q63ZLG8WM","Chicago","","","277094","2016-01-11 10:07:33",""
"wm963-fb2","","2391","Apple","C02LT44XFD59","Chicago","","","277062","2016-01-11 10:07:34",""
"wmc4a-67a","","3354","Apple","C02P58W2G3QC","Chicago","","","276982","2016-01-11 10:07:34",""
"wm0c9-083","","3867","Apple","C02Q14A6G8WM","Chicago","","","277022","2016-01-11 10:07:34",""
"GM31D-693","","2826","Apple","C02HP0MBDV7P","Chicago","","","277054","2016-01-11 10:07:34",""
"gm053-7e8","","3794","Apple","C02H8136DV17","Chicago","","","277070","2016-01-11 10:07:34",""
"wm85a-13e","","3391","Apple","C1MPD4H3G944","Chicago","","","276966","2016-01-11 10:07:34",""
"gm7b0-061","","1639","Apple","D25HC1BNDHJW","Chicago","","","277116","2016-01-11 10:07:34",""
"BM1B4-8BF","","1626","Apple","C02H3242DV7N","Chicago","","","277030","2016-01-11 10:07:34",""
"wmac9-edb","","3832","Apple","C02QJ021FVH8","Chicago","","","277086","2016-01-11 10:07:34",""
"wmb61-ed5","","2942","Apple","C02MM98MF6T6","Chicago","","","276974","2016-01-11 10:07:34",""
"wmdca-a67","","2386","Apple","C02L51G9FFRR","Chicago","","","277914","2016-01-11 10:11:53",""
"wm7eb-263","","1822","Apple","C02JN101DR56","Chicago","","","277692","2016-01-11 10:11:54",""
"wm89c-62f","","1888","Apple","C02JN103DR56","Chicago","","","277864","2016-01-11 10:11:54",""
"wmd42-0ef","","2755","Apple","C02KP0TXFFRR","Chicago","","","279616","2016-01-11 10:11:54",""
"wmd45-5b7","","2001","Apple","C02KL10UFFRR","Chicago","","","278174","2016-01-11 10:11:54",""
"wmd81-7df","","2440","Apple","C02KC1D0FFRR","Chicago","","","279092","2016-01-11 10:11:54",""
"wm8cb-e84","","3723","Apple","C1MQ64PYG944","Chicago","","","279236","2016-01-11 10:11:54",""
"wmd7a-0d9","","2201","Apple","C02L10CZFFRR","Chicago","","","278678","2016-01-11 10:11:54",""
"wm89f-fc1","","1835","Apple","C02JN102DR56","Chicago","","","277744","2016-01-11 10:11:54",""
"wm8d0-0f0","","3677","Apple","C1MQ64Q2G944","Chicago","","","279332","2016-01-11 10:11:54",""
"wmd14-789","","1953","Apple","C02KD0W2FFRR","Chicago","","","278020","2016-01-11 10:11:54",""
"wmdca-99f","","2246","Apple","C02L51G8FFRR","Chicago","","","278694","2016-01-11 10:11:54",""
"wm85b-c86","","3439","Apple","C1MPD50HG944","Chicago","","","277816","2016-01-11 10:11:55",""
"wm8d0-fd2","","3750","Apple","C1MQ64QPG944","Chicago","","","277422","2016-01-11 10:11:55",""
"wm6af-3d4","","3595","Apple","C1MPW98TG944","Chicago","","","277728","2016-01-11 10:11:55",""
"wm8be-1c8","","3791","Apple","C1MQC6U9G944","Chicago","","","279444","2016-01-11 10:11:55",""
"wm712-0e6","","3671","Apple","C1MQ1A2DG944","Chicago","","","277582","2016-01-11 10:11:55",""
"wmb00-a02","","3872","Apple","C1MQM220G944","Chicago","","","277844","2016-01-11 10:11:55",""
"wm8d1-7f4","","3767","Apple","C1MQ67EQG944","Chicago","","","279364","2016-01-11 10:11:55",""
"wm800-58c","","3515","Apple","C1MPH8AUG944","Chicago","","","277352","2016-01-11 10:11:55",""
"wm710-326","","3596","Apple","C1MQ25R6G944","Chicago","","","277736","2016-01-11 10:11:55",""
"wm6cc-ade","","3627","Apple","C1MPX1A7G944","Chicago","","","277476","2016-01-11 10:11:55",""
"wm8b7-18a","","3731","Apple","C1MQ66G5G944","Chicago","","","278624","2016-01-11 10:11:55",""
"wm6e9-1f2","","3657","Apple","C1MPX141G944","Chicago","","","279180","2016-01-11 10:11:55",""
"wmb25-150","","3878","Apple","C1MQM2PRG944","Chicago","","","278430","2016-01-11 10:11:55",""
"wmb22-51e","","3873","Apple","C1MQM21VG944","Chicago","","","277792","2016-01-11 10:11:55",""
"wm45c-7da","","2324","Apple","C02LN02YFD58","Chicago","","","278840","2016-01-11 10:11:56",""
"wmb8f-60a","","3184","Apple","C02NQ1Q1G3QT","Chicago","","","278910","2016-01-11 10:11:56",""
"wmd1a-e88","","3417","Apple","C02P93UXG3QC","Chicago","","","277536","2016-01-11 10:11:56",""
"wm8b0-212","","3271","Apple","C02NF01EG3QC","Chicago","","","278236","2016-01-11 10:11:56",""
"wmc5a-0f0","","2718","Apple","C02MJ1P6FH04","Chicago","","","279012","2016-01-11 10:11:56",""
"wmc97-cfe","","3237","Apple","C02NX0PCG3QT","Chicago","","","278784","2016-01-11 10:11:56",""
"lm22e-bbc","","3838","Apple","C02N915SG3QQ","Chicago","","","278094","2016-01-11 10:11:56",""
"wmc75-8f0","","3331","Apple","C02NX44FG3QC","Chicago","","","278792","2016-01-11 10:11:56",""
"wmd91-8e8","","2962","Apple","C02MR222FD58","Chicago","","","277248","2016-01-11 10:11:56",""
"wm712-cce","","3726","Apple","C1MQ1A2AG944","Chicago","","","277566","2016-01-11 10:11:56",""
"wmaff-fd2","","3882","Apple","C1MQM21HG944","Chicago","","","278012","2016-01-11 10:11:56",""
"wm8be-41a","","3795","Apple","C1MQC6T3G944","Chicago","","","277514","2016-01-11 10:11:56",""
"wm9cb-95e","","3328","Apple","C02NJ1SNG3QP","Chicago","","","278948","2016-01-11 10:11:56",""
"wm8cc-1b2","","3746","Apple","C1MQ64QFG944","Chicago","","","279244","2016-01-11 10:11:56",""
"wmc05-ec8","","2762","Apple","C02M635FFD59","Chicago","","","279608","2016-01-11 10:11:56",""
"wmc9c-3ba","","3374","Apple","C02P6375G3QC","Chicago","","","278130","2016-01-11 10:11:57",""
"wm963-eb4","","2430","Apple","C02LT45NFD59","Chicago","","","279036","2016-01-11 10:11:57",""
"wmc03-bd0","","2780","Apple","C02M83B4FD59","Chicago","","","279576","2016-01-11 10:11:57",""
"wmf20-abc","","3574","Apple","C02PL1BTG3QN","Chicago","","","278492","2016-01-11 10:11:57",""
"wmd78-29e","","3675","Apple","C02PG0KYG3QN","Chicago","","","277186","2016-01-11 10:11:57",""
"wm490-27c","","3147","Apple","C02LT02CFD58","Chicago","","","278800","2016-01-11 10:11:57",""
"wm89a-d76","","3153","Apple","C02NDACBG3QC","Chicago","","","278918","2016-01-11 10:11:57",""
"wmc35-256","","3874","Apple","C02MJ2L1FD58","Chicago","","","277800","2016-01-11 10:11:57",""
"wmd1a-bf8","","2815","Apple","C02MC28NFD59","Chicago","","","278570","2016-01-11 10:11:57",""
"WM89D-636","","3622","Apple","C02NDA6ZG3QC","Chicago","","","279502","2016-01-11 10:11:57",""
"wmba6-6e0","","3281","Apple","C02NP6HHG3QC","Chicago","","","279268","2016-01-11 10:11:57",""
"wmbb2-0ce","","2498","Apple","C02M42RDFD59","Chicago","","","279324","2016-01-11 10:11:57",""
"wmd16-ca8","","3359","Apple","C02P90HGG3QP","Chicago","","","277704","2016-01-11 10:11:57",""
"wmd08-a62","","3831","Apple","C02P93MWG3QC","Chicago","","","277638","2016-01-11 10:11:58",""
"wm964-18a","","2419","Apple","C02LT3ZSFD59","Chicago","","","278996","2016-01-11 10:11:58",""
"wmc08-1b4","","3351","Apple","C02NW0RAG3QP","Chicago","","","277454","2016-01-11 10:11:58",""
"wmd0d-37a","","3422","Apple","C02P92MVG3QC","Chicago","","","277668","2016-01-11 10:11:58",""
"wmc07-ed2","","3340","Apple","C02NW0N4G3QP","Chicago","","","277528","2016-01-11 10:11:58",""
"wmbb2-176","","2434","Apple","C02M42R5FD59","Chicago","","","279028","2016-01-11 10:11:58",""
"wmbb2-0e4","","2438","Apple","C02M42R4FD59","Chicago","","","279148","2016-01-11 10:11:58",""
"wm424-52a","","2359","Apple","C02LP2STFD59","Chicago","","","278832","2016-01-11 10:11:58",""
"wm9cc-86a","","3274","Apple","C02NJ1SHG3QP","Chicago","","","278940","2016-01-11 10:11:58",""
"wmbb2-0e2","","2459","Apple","C02M42REFD59","Chicago","","","279260","2016-01-11 10:11:58",""
"wm8b4-99e","","3696","Apple","C02NFE1VG3QC","Chicago","","","278356","2016-01-11 10:11:58",""
"wm9cc-892","","3267","Apple","C02NJ1SGG3QP","Chicago","","","277490","2016-01-11 10:11:58",""
"wm490-274","","2425","Apple","C02LT027FD58","Chicago","","","278228","2016-01-11 10:11:58",""
"wm41e-e00","","2353","Apple","C02LP2SUFD59","Chicago","","","278886","2016-01-11 10:11:58",""
"wmbb2-17c","","2461","Apple","C02M42RCFD59","Chicago","","","279252","2016-01-11 10:11:59",""
"wm24c-faa","","3159","Apple","C02ND61HG3QC","Chicago","","","278538","2016-01-11 10:11:59",""
"wmb7b-8d6","","3383","Apple","C02NV83FG3QD","Chicago","","","278034","2016-01-11 10:11:59",""
"wm459-fb4","","2318","Apple","C02LN030FD58","Chicago","","","278414","2016-01-11 10:11:59",""
"wmca1-fda","","2883","Apple","C02MM2AQFD58","Chicago","","","278746","2016-01-11 10:11:59",""
"wm188-830","","3154","Apple","C02N70M3G3QP","Chicago","","","278902","2016-01-11 10:11:59",""
"wmc9a-c1e","","3338","Apple","C02P637DG3QC","Chicago","","","278616","2016-01-11 10:11:59",""
"wm92d-45e","","3163","Apple","C02NFE75G3QC","Chicago","","","278508","2016-01-11 10:11:59",""
"wma98-daa","","2535","Apple","C02M22T6FD58","Chicago","","","279478","2016-01-11 10:11:59",""
"wmcb6-cb0","","2543","Apple","C02M80THFD58","Chicago","","","279518","2016-01-11 10:11:59",""
"wma39-27e","","3203","Apple","C02NK88XG3QC","Chicago","","","279220","2016-01-11 10:11:59",""
"wma36-504","","3258","Apple","C02NK7U2G3QC","Chicago","","","277930","2016-01-11 10:11:59",""
"wma98-db0","","2481","Apple","C02M22SCFD58","Chicago","","","279348","2016-01-11 10:11:59",""
"wm9e8-8ee","","2399","Apple","C02LX4P6FD59","Chicago","","","278252","2016-01-11 10:11:59",""
"wmd2a-922","","2766","Apple","C02MC244FD58","Chicago","","","279624","2016-01-11 10:12:00",""
"wm9ee-076","","2424","Apple","C02LX4P4FD59","Chicago","","","278964","2016-01-11 10:12:00",""
"wmba8-98c","","3273","Apple","C02NP6H7G3QC","Chicago","","","278244","2016-01-11 10:12:00",""
"wmdc8-dd8","","3048","Apple","C02MV0CMFT4P","Chicago","","","277922","2016-01-11 10:12:00",""
"wmba6-644","","3264","Apple","C02NP6J2G3QC","Chicago","","","279470","2016-01-11 10:12:00",""
"wmcb7-890","","2497","Apple","C02M80TJFD58","Chicago","","","279420","2016-01-11 10:12:00",""
"WM9E1-18A","","3655","Apple","C02LX4P5FD59","Chicago","","","279044","2016-01-11 10:12:00",""
"wmc9d-5dc","","3363","Apple","C02P63E6G3QC","Chicago","","","277590","2016-01-11 10:12:00",""
"wmd1a-c18","","2793","Apple","C02MC28QFD59","Chicago","","","277968","2016-01-11 10:12:00",""
"wm424-536","","2428","Apple","C02LP2SSFD59","Chicago","","","279068","2016-01-11 10:12:00",""
"WM31E-84C","","2300","Apple","C02LL0DGFD59","Chicago","","","278776","2016-01-11 10:12:00",""
"wma99-7a6","","2432","Apple","C02M22SBFD58","Chicago","","","279084","2016-01-11 10:12:00",""
"wmc1b-7f8","","2487","Apple","C02M61B0FD58","Chicago","","","279388","2016-01-11 10:12:00",""
"wm278-246","","3204","Apple","C02ND9Y9G3QC","Chicago","","","277336","2016-01-11 10:12:00",""
"wm467-210","","1889","Apple","C02JN1GUDRVG","Chicago","","","277312","2016-01-11 10:12:01",""
"wm4f7-dab","","2475","Apple","C02KG06MDRVG","Chicago","","","279204","2016-01-11 10:12:01",""
"wmd1a-b9e","","2849","Apple","C02MC28PFD59","Chicago","","","279510","2016-01-11 10:12:01",""
"WM495-27C","","2422","Apple","C02LT00RFD58","Chicago","","","278988","2016-01-11 10:12:01",""
"wm07f-2d4","","2036","Apple","C02K81JYDRVG","Chicago","","","278364","2016-01-11 10:12:01",""
"WM47C-E35","","2152","Apple","C02K81GDDRVG","Chicago","","","278400","2016-01-11 10:12:01",""
"WM423-2d0","","2572","Apple","C02LP2SVFD59","Chicago","","","279076","2016-01-11 10:12:01",""
"wme43-2b5","","1673","Apple","C02J21BLDRVG","Chicago","","","277228","2016-01-11 10:12:01",""
"wmeda-dd4","","1842","Apple","C02JL1PBDRVG","Chicago","","","277830","2016-01-11 10:12:01",""
"wmcb6-cd0","","2571","Apple","C02M80TKFD58","Chicago","","","277712","2016-01-11 10:12:01",""
"wm8cf-886","","3770","Apple","C02PG8JWG3QC","Chicago","","","277768","2016-01-11 10:12:01",""
"wm012-83a","","1975","Apple","C02K50GLDRVG","Chicago","","","278116","2016-01-11 10:12:01",""
"wmedb-fe2","","1826","Apple","C02JL1PEDRVG","Chicago","","","277698","2016-01-11 10:12:02",""
"wm50f-14f","","2057","Apple","C02KG0HUDRVG","Chicago","","","278406","2016-01-11 10:12:02",""
"wme1b-cc3","","1675","Apple","C02J21N3DRVG","Chicago","","","277234","2016-01-11 10:12:02",""
"wm030-a0c","","1971","Apple","C02K430EDRVG","Chicago","","","278110","2016-01-11 10:12:02",""
"wm066-1e2","","2329","Apple","C02JR2T0DRVG","Chicago","","","278864","2016-01-11 10:12:02",""
"wm47f-51b","","2007","Apple","C02K81A9DRVG","Chicago","","","278206","2016-01-11 10:12:02",""
"wm4a8-04e","","1922","Apple","C02JR2SXDRVG","Chicago","","","277900","2016-01-11 10:12:02",""
"wmf2f-003","","1811","Apple","C02JK1LNDRVG","Chicago","","","277598","2016-01-11 10:12:02",""
"wme52-0eb","","1755","Apple","C02J26KBDRVG","Chicago","","","277560","2016-01-11 10:12:02",""
"wm4a7-ea2","","1912","Apple","C02JR2SYDRVG","Chicago","","","277892","2016-01-11 10:12:02",""
"wmdbb-fdb","","1664","Apple","C02J114FDRVG","Chicago","","","277172","2016-01-11 10:12:02",""
"wme8a-603","","1657","Apple","C02J24S8DRVG","Chicago","","","277132","2016-01-11 10:12:02",""
"wm07e-9f8","","2010","Apple","C02K81JXDRVG","Chicago","","","278214","2016-01-11 10:12:02",""
"wm4f6-b05","","2055","Apple","C02KG0C5DRVG","Chicago","","","278438","2016-01-11 10:12:02",""
"gmb5b-a6b","","2003","Apple","C02K81DPF1G3","Chicago","","","278190","2016-01-11 10:12:03",""
"bmb81-3aa","","2277","Apple","C02KD2A4F1G3","Chicago","","","278768","2016-01-11 10:12:03",""
"gm56b-00e","","1729","Apple","QP104111DNR","Chicago","","","277444","2016-01-11 10:12:03",""
"gm103-226","","3318","Apple","C02J21TEF1G4","Chicago","","","278516","2016-01-11 10:12:03",""
"GMDB9-58D","","2111","Apple","C02KV0G3F1G3","Chicago","","","278586","2016-01-11 10:12:03",""
"BM56D-561","","1982","Apple","C02K106FF1G3","Chicago","","","278122","2016-01-11 10:12:03",""
"vmd1c-12b","","2133","Apple","C02KR24NF1G3","Chicago","","","277344","2016-01-11 10:12:03",""
"bmd62-b80","","2116","Apple","C02L10C4F1G3","Chicago","","","278632","2016-01-11 10:12:03",""
"cm378-c00","","2020","Apple","C02JR0S6F1G3","Chicago","","","278268","2016-01-11 10:12:03",""
"gma73-b41","","2022","Apple","C02K50T9F1G3","Chicago","","","278276","2016-01-11 10:12:03",""
"gmb59-8fb","","2028","Apple","C02K81DLF1G3","Chicago","","","278316","2016-01-11 10:12:03",""
"gma74-903","","2253","Apple","C02K50T6F1G3","Chicago","","","277614","2016-01-11 10:12:03",""
"wm012-eb4","","1931","Apple","C02K50GKDRVG","Chicago","","","277858","2016-01-11 10:12:03",""
"gm7ea-a3b","","2153","Apple","C02L52FVF1G3","Chicago","","","278422","2016-01-11 10:12:03",""
"gma73-db0","","1970","Apple","C02K50T7F1G3","Chicago","","","278102","2016-01-11 10:12:04",""
"gm8f8-431","","2404","Apple","C02LL0MAF1G3","Chicago","","","278956","2016-01-11 10:12:04",""
"gmd1c-050","","2081","Apple","C02KR24HF1G3","Chicago","","","278468","2016-01-11 10:12:04",""
"bm59a-111","","2002","Apple","C02K30PHF1G3","Chicago","","","278182","2016-01-11 10:12:04",""
"cm7ea-c06","","2362","Apple","C02L52G6F1G3","Chicago","","","278476","2016-01-11 10:12:04",""
"GM494-A00","","1691","Apple","C02J10AEF1G3","Chicago","","","277296","2016-01-11 10:12:04",""
"gma6e-414","","1960","Apple","C02K50T5F1G3","Chicago","","","278042","2016-01-11 10:12:04",""
"cmf25-c5c","","2193","Apple","C02L41XSF1G3","Chicago","","","278670","2016-01-11 10:12:04",""
"cm7ea-6bf","","2348","Apple","C02L52FUF1G3","Chicago","","","278870","2016-01-11 10:12:04",""
"cm7b9-858","","2393","Apple","C02L73BDF1G3","Chicago","","","278824","2016-01-11 10:12:04",""
"gm7ea-c22","","2327","Apple","C02L52G1F1G3","Chicago","","","278856","2016-01-11 10:12:04",""
"gm7e5-775","","2341","Apple","C02L73BFF1G3","Chicago","","","278878","2016-01-11 10:12:04",""
"vma71-13d","","2019","Apple","C02K71RNF1G3","Chicago","","","278260","2016-01-11 10:12:04",""
"GM35B-0BD","","1672","Apple","D25G71X7DHJW","Chicago","","","277218","2016-01-11 10:12:05",""
"gm50c-ed8","","1696","Apple","D25GJ0NLDHJW","Chicago","","","277304","2016-01-11 10:12:05",""
"bm282-3f3","","2533","Apple","D25JN029DHJW","Chicago","","","279486","2016-01-11 10:12:05",""
"gm1d6-001","","3289","Apple","D25P61L4FY14","Chicago","","","278546","2016-01-11 10:12:05",""
"gm1ca-433","","2290","Apple","C02HJ3PFDHJQ","Chicago","","","278086","2016-01-11 10:12:05",""
"gm281-796","","3385","Apple","D25JN028DHJW","Chicago","","","279404","2016-01-11 10:12:05",""
"gm10d-ad5","","1949","Apple","D25JD0LYDHJW","Chicago","","","277992","2016-01-11 10:12:05",""
"ltkimac","","2639","Apple","D25GH1BZDHJW","Chicago","","","279526","2016-01-11 10:12:05",""
"gm1c9-906","","2265","Apple","C02HJ3F8DHJQ","Chicago","","","278332","2016-01-11 10:12:05",""
"wm3ba-e84","","2139","Apple","C02JW1ZUDRV9","Chicago","","","278578","2016-01-11 10:12:05",""
"gmbf2-871","","2627","Apple","F5KMF00UF9VM","Chicago","","","277124","2016-01-11 10:12:05",""
"gmbf8-f11","","2658","Apple","F5KMF0LPF694","Chicago","","","279560","2016-01-11 10:12:05",""
"wmafd-fbd","","1841","Apple","C02HQ0HXDJY9","Chicago","","","277824","2016-01-11 10:12:06",""
"wmdb6-44d","","3452","Apple","C02PN2SNFVH8","Chicago","","","279600","2016-01-11 10:12:06",""
"wmaaa-1d1","","3745","Apple","C02QH2PSFVH8","Chicago","","","277406","2016-01-11 10:12:06",""
"wm832-9ca","","1688","Apple","C02H60F2DJY9","Chicago","","","277288","2016-01-11 10:12:06",""
"gm181-1c9","","3035","Apple","W80260MDAGY","Chicago","","","278500","2016-01-11 10:12:06",""
"wmbb3-7c9","","3360","Apple","C02PD3NZFVH8","Chicago","","","278300","2016-01-11 10:12:06",""
"gm1a1-f62","","2367","Apple","D25HN0VSDHJW","Chicago","","","278926","2016-01-11 10:12:06",""
"cm4df-c73","","1900","Apple","D25G91S2DHJW","Chicago","","","277760","2016-01-11 10:12:06",""
"gm4be-566","","2666","Apple","D25J70WVDHJW","Chicago","","","279544","2016-01-11 10:12:06",""
"wmbe0-f2f","","3367","Apple","C02PG4Y5FVH8","Chicago","","","277984","2016-01-11 10:12:06",""
