sys_import_state,template_import_log,u_casper_id,u_computer_name,u_last_user,u_model,u_model_id,u_os_name,u_os_version,u_processor_count,u_processor_speed,u_serial_number,sys_updated_on,sys_transform_map
Inserted,,"2,130",wm60b-d32,dmanning,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02L2CEVF6T6,1/11/16 10:09,ITAM - Casper Computer
Inserted,,"2,132",wm60b-cd2,orit,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02L2CEYF6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,133",vmd1c-12b,jturner,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.10.5,4,"2,300",C02KR24NF1G3,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,139",wm3ba-e84,khhuang,MacBook Air (11-inch Mid 2012),"MacBookAir5,1",Mac OS X,10.10.5,2,"2,000",C02JW1ZUDRV9,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,146",wm60b-cda,aflorent,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02L2CEXF6T6,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,152",WM47C-E35,fdipalma,MacBook Air (13-inch Mid 2012),"MacBookAir5,2",Mac OS X,10.8.5,2,"2,000",C02K81GDDRVG,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,153",gm7ea-a3b,breiding,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.10.5,4,"2,300",C02L52FVF1G3,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,157",wm652-37c,melnikov,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02L42QJF6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,161",wm651-b22,mrabani,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02L431CF6T6,1/11/16 10:09,ITAM - Casper Computer
Inserted,,"2,165",wm47e-205,haasb,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.10.5,4,"2,600",C02J67SEDKQ5,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,170",WM61C-696,tothova,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02L4AH9F6T6,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,178",wm215-981,manidr,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,700",C02L31G5FFT3,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,179",wm110-8c8,nranu,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02L88CVF6T6,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,180",gmcef-6c2,claudine,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.10.5,4,"2,300",C02KR24JF1G3,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,181",WM215-97F,msinger,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,700",C02L31G7FFT3,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,182",wm15e-678,tenim,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02L87CTF6T6,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,184",gm1a0-054,boehm,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.9.5,4,"3,100",D25HK0EDDHJW,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,185",WM60E-226,lagoudas,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02L4A1AF6T6,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,190",wm61a-14e,kquan,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02L49EEF6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,191",WM66F-AE6,tflynn,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02L492PF6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,193",cmf25-c5c,bwoolf,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.9.5,4,"2,300",C02L41XSF1G3,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,201",wmd7a-0d9,esther,13-inch Retina MacBook Pro (Late 2012),"MacBookPro10,2",Mac OS X,10.10.5,2,"3,000",C02L10CZFFRR,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,223",wm20d-6fc,rfarrer,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LD21TF6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,229",wm163-585,dvoet,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,700",C02L80SHFFT3,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,232",gm3ab-c65,raymondn,15-inch MacBook Pro (2011),"MacBookPro8,2",Mac OS X,10.10.5,4,"2,000",C02FV17VDF8Y,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,236",wm161-7e3,jfrancis,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.10.5,4,"2,700",C02L80SFFFT3,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,242",WM18A-B05,kyuksel,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,700",C02LF0VQFFT4,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,244",WM161-7D9,mtomko,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.10.5,4,"2,700",C02L80SGFFT3,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,246",wmdca-99f,kersli,13-inch Retina MacBook Pro (Late 2012),"MacBookPro10,2",Mac OS X,10.10.5,2,"3,000",C02L51G8FFRR,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,253",gma74-903,dcorry,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.9.5,4,"2,300",C02K50T6F1G3,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,255",wm163-ee0,alicem,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02L88CUF6T6,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,257",wm15f-df8,mattroy,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02L86T9F6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,261",gm4cd-25b,dutra,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.9.5,4,"3,100",D25J71BFDHJW,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,265",gm1c9-906,ipoynter,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.11.2,4,"3,100",C02HJ3F8DHJQ,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,266",wm20e-c64,eugene,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LD2GSF6T6,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,270",WM213-B84,schwenck,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LD6TWF6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,271",wm204-395,adunford,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,700",C02L21YVFFT3,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,274",wm214-e42,zbernd,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LD6TXF6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,277",bmb81-3aa,ccusick,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.9.5,4,"2,300",C02KD2A4F1G3,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,287",wm161-7e1,liberzon,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.10.5,4,"2,700",C02L80SJFFT3,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,290",gm1ca-433,jarroyo,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.10.5,4,"3,100",C02HJ3PFDHJQ,1/11/16 10:09,ITAM - Casper Computer
Inserted,,"2,293",wm292-362,kanderka,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LG4KXF6T6,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,296",wm184-15f,stewart,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.10.5,4,"2,700",C02LF00UFFT3,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,298",wm897-d2c,honan,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LG4V1F6T6,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,300",WM31E-84C,llincoln,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.11.2,4,"2,600",C02LL0DGFD59,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,304",wm1fe-2ce,jpan,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LD7E6F6T6,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,307",wm184-129,plin,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.9.5,4,"2,700",C02LF00SFFT3,1/11/16 10:09,ITAM - Casper Computer
Inserted,,"2,313",wm9ed-8e8,aviad,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LP1A8F6T6,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,318",wm459-fb4,igleshch,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,600",C02LN030FD58,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,324",wm45c-7da,davidan,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,600",C02LN02YFD58,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,325",gm7ea-879,rgesser,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.10.5,4,"2,300",C02L52FWF1G3,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,327",gm7ea-c22,dianacai,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.9.5,4,"2,300",C02L52G1F1G3,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,329",wm066-1e2,chcheng,MacBook Air (13-inch Mid 2012),"MacBookAir5,2",Mac OS X,10.9.5,2,"2,000",C02JR2T0DRVG,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,330",wm9a0-86e,jstathop,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LM52WF6T6,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,340",wm99f-a80,aamaya,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LM5Q7F6T6,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,341",gm7e5-775,tkawate,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.10.5,4,"2,300",C02L73BFF1G3,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,342",gm7e5-650,clatwort,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.9.5,4,"2,300",C02L73B9F1G3,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,343",gm7ea-7c0,xiangao,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.9.5,4,"2,300",C02L52G8F1G3,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,346",wm99f-a94,hatfield,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LM5Q8F6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,348",cm7ea-6bf,nrodrig,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.9.5,4,"2,300",C02L52FUF1G3,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,352",wm458-518,tabor,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,600",C02LN02XFD58,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,353",wm41e-e00,dshiga,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02LP2SUFD59,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,355",wm423-2c6,andrew,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02LP2UAFD59,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,356",wm9a0-eca,dpeck,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LM5QCF6T6,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,357",bm847-bed,vryan,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.10.5,4,"2,300",C02LD23EF1G3,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,358",wm64f-944,heidig,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02L427SF6T6,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,359",wm424-52a,ellen,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02LP2STFD59,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,362",cm7ea-c06,vcoulon,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.9.5,4,"2,300",C02L52G6F1G3,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,366",wm98c-284,droot,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LM5AUF6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,367",gm1a1-f62,fujiko,"iMac Intel (27-inch, Mid 2011)","iMac12,2",Mac OS X,10.9.5,4,"3,100",D25HN0VSDHJW,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,369",wm965-594,kcibul,13-inch Retina MacBook Pro (Late 2013),"MacBookPro11,1",Mac OS X,10.9.5,2,"2,800",C02LT3MNFH05,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,370",wm494-874,akiezun,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02LT01MFD58,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,373",gm8f8-2e4,sandoval,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.10.5,4,"2,300",C02LL0M9F1G3,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,377",wmdca-a95,gannon,13-inch Retina MacBook Pro (Late 2012),"MacBookPro10,2",Mac OS X,10.9.5,2,"3,000",C02L51GAFFRR,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,379",wm911-1aa,heiman,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LV2L9F6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,380",wmd46-73f,dariusz,15-inch Retina MacBook Pro (Mid 2012),"MacBookPro10,1",Mac OS X,10.10.5,4,"2,600",C02JJ0ULDKQ5,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,382",wm98c-f38,boneill,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LM5BNF6T6,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,383",cmdb5-d1b,samn,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.9.5,4,"2,300",C02L73B5F1G3,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,385",wm963-eda,nicol,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02LT45FFD59,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,386",wmdca-a67,fneville,13-inch Retina MacBook Pro (Late 2012),"MacBookPro10,2",Mac OS X,10.10.5,2,"3,000",C02L51G9FFRR,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,388",wme09-b97,irozen,13-inch Retina MacBook Pro (Late 2012),"MacBookPro10,2",Mac OS X,10.9.5,2,"3,000",C02LH0Q3FFRR,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,389",wm9e6-9dc,schreiber,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02LX4P2FD59,1/11/16 10:03,ITAM - Casper Computer
Inserted,,"2,391",wm963-fb2,clemke,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02LT44XFD59,1/11/16 10:07,ITAM - Casper Computer
Inserted,,"2,393",cm7b9-858,jroth,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.10.5,4,"2,300",C02L73BDF1G3,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,394",gm853-ca1,ejohnson,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.10.5,4,"2,300",C02LD23JF1G3,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,397",wm99f-0b4,sjones,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LM4XRF6T6,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,399",wm9e8-8ee,achernia,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02LX4P6FD59,1/11/16 10:09,ITAM - Casper Computer
Inserted,,"2,401",wm984-a30,pmccue,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LM4WJF6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,404",gm8f8-431,zliu,15-inch MacBook Pro (Mid 2012),"MacBookPro9,1",Mac OS X,10.9.5,4,"2,300",C02LL0MAF1G3,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,408",wm98c-4f0,davidcox,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LM5PSF6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,410",wma96-f3a,agoren,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LQ7A8F6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,418",wmaa1-842,vryan,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LQ32FF6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,419",wm964-18a,mnoble,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02LT3ZSFD59,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,421",wm963-eb8,khadley,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02LT451FD59,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,422",WM495-27C,willpend,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02LT00RFD58,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,424",wm9ee-076,jhess,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02LX4P4FD59,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,425",wm490-274,rstpier,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02LT027FD58,1/11/16 10:09,ITAM - Casper Computer
Inserted,,"2,428",wm424-536,aruna,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02LP2SSFD59,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,430",wm963-eb4,gauthier,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02LT45NFD59,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,432",wma99-7a6,cbonner,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02M22SBFD58,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,434",wmbb2-176,cgdeboer,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02M42R5FD59,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,437",wm910-fee,naomi,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LV2FFF6T6,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,438",wmbb2-0e4,engreitz,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02M42R4FD59,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,439",wmaa0-a5e,alukens,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LQ32EF6T6,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,440",wmd81-7df,oshalem,13-inch Retina MacBook Pro (Late 2012),"MacBookPro10,2",Mac OS X,10.10.5,2,"3,000",C02KC1D0FFRR,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,441",wm08f-a7e,hengli,MacBook Air (13-inch Mid 2012),"MacBookAir5,2",Mac OS X,10.9.5,2,"2,000",C02K81K0DRVG,1/11/16 10:04,ITAM - Casper Computer
Inserted,,"2,442",wma96-edc,jtchen,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LQ6YDF6T6,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,443",wma98-69a,phillips,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LQ7A9F6T6,1/11/16 10:06,ITAM - Casper Computer
Inserted,,"2,445",wm910-fd6,xlu,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LV2FBF6T6,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,458",wma98-658,eroth,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LQ7ABF6T6,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,459",wmbb2-0e2,kostic,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02M42REFD59,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,461",wmbb2-17c,cwhelan,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02M42RCFD59,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,462",wma98-d02,pdunlea,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LQ7ALF6T6,1/11/16 10:08,ITAM - Casper Computer
Inserted,,"2,463",wma98-292,jborrajo,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LQ6XVF6T6,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,464",wm910-ff4,progov,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LV2FEF6T6,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,467",wm9e6-d02,sbullman,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M3532F6T6,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,469",wm911-9ec,ecomer,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02LV2FGF6T6,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,470",wm9e6-3a1,schauvin,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M352VF6T6,1/11/16 10:10,ITAM - Casper Computer
Inserted,,"2,471",wmc17-682,mwilson,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.10.5,4,"2,000",C02M61AZFD58,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,475",wm4f7-dab,cluo,MacBook Air (13-inch Mid 2012),"MacBookAir5,2",Mac OS X,10.9.5,2,"2,000",C02KG06MDRVG,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,478",wm9e3-990,jsawyer,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M352UF6T6,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,479",wmc04-a6e,jmann,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.11.2,4,"2,000",C02M61AYFD58,1/11/16 10:05,ITAM - Casper Computer
Inserted,,"2,480",wm9e3-9ba,tpoon,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.9.5,2,"1,700",C02M352ZF6T6,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,481",wma98-db0,bwb,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02M22SCFD58,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,486",wma9e-922,aianari,MacBook Air (13-inch Mid 2013),"MacBookAir6,2",Mac OS X,10.10.5,2,"1,700",C02LQ32BF6T6,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,487",wmc1b-7f8,cdwan,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.11.2,4,"2,000",C02M61B0FD58,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,497",wmcb7-890,neville,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,2",Mac OS X,10.9.5,4,"2,000",C02M80TJFD58,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,498",wmbb2-0ce,kcarr,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.10.5,4,"2,600",C02M42RDFD59,1/11/16 10:11,ITAM - Casper Computer
Inserted,,"2,511",wmc7b-184,mvon,15-inch Retina MacBook Pro (Late 2013),"MacBookPro11,3",Mac OS X,10.9.5,4,"2,600",C02M90P1FD59,1/11/16 10:04,ITAM - Casper Computer
