name,assigned_to,u_casper_id,u_casper_id,manufacturer,serial_number,u_serial_number,location,u_mac_address,u_filemaker_id,sys_updated_on,disk_space
wmd81-7df,,2440,"2,440",Apple,C02KC1D0FFRR,C02KC1D0FFRR,,,279092,1/11/16 10:11,
wm08f-a7e,,2441,"2,441",Apple,C02K81K0DRVG,C02K81K0DRVG,,,275192,1/11/16 10:04,
wma96-edc,,2442,"2,442",Apple,C02LQ6YDF6T6,C02LQ6YDF6T6,,,277938,1/11/16 10:12,
wma98-69a,,2443,"2,443",Apple,C02LQ7A9F6T6,C02LQ7A9F6T6,,,276346,1/11/16 10:06,
wm910-fd6,,2445,"2,445",Apple,C02LV2FBF6T6,C02LV2FBF6T6,,,279140,1/11/16 10:12,
wma98-658,,2458,"2,458",Apple,C02LQ7ABF6T6,C02LQ7ABF6T6,,,279228,1/11/16 10:12,
wmbb2-0e2,,2459,"2,459",Apple,C02M42REFD59,C02M42REFD59,,,279260,1/11/16 10:11,
wmbb2-17c,,2461,"2,461",Apple,C02M42RCFD59,C02M42RCFD59,,,279252,1/11/16 10:11,
wma98-d02,,2462,"2,462",Apple,C02LQ7ALF6T6,C02LQ7ALF6T6,,,277606,1/11/16 10:12,
wma98-292,,2463,"2,463",Apple,C02LQ6XVF6T6,C02LQ6XVF6T6,,,279284,1/11/16 10:12,
wm910-ff4,,2464,"2,464",Apple,C02LV2FEF6T6,C02LV2FEF6T6,,,279292,1/11/16 10:12,
wm9e6-d02,,2467,"2,467",Apple,C02M3532F6T6,C02M3532F6T6,,,279308,1/11/16 10:12,
wm911-9ec,,2469,"2,469",Apple,C02LV2FGF6T6,C02LV2FGF6T6,,,279300,1/11/16 10:12,
wm9e6-3a1,,2470,"2,470",Apple,C02M352VF6T6,C02M352VF6T6,,,278738,1/11/16 10:12,
wmc17-682,,2471,"2,471",Apple,C02M61AZFD58,C02M61AZFD58,,,275656,1/11/16 10:05,
wm4f7-dab,,2475,"2,475",Apple,C02KG06MDRVG,C02KG06MDRVG,,,279204,1/11/16 10:12,
wm9e3-990,,2478,"2,478",Apple,C02M352UF6T6,C02M352UF6T6,,,279356,1/11/16 10:12,
wmc04-a6e,,2479,"2,479",Apple,C02M61AYFD58,C02M61AYFD58,,,275600,1/11/16 10:05,
wm9e3-9ba,,2480,"2,480",Apple,C02M352ZF6T6,C02M352ZF6T6,,,279052,1/11/16 10:12,
wma98-db0,,2481,"2,481",Apple,C02M22SCFD58,C02M22SCFD58,,,279348,1/11/16 10:11,
wma9e-922,,2486,"2,486",Apple,C02LQ32BF6T6,C02LQ32BF6T6,,,279396,1/11/16 10:12,
wmc1b-7f8,,2487,"2,487",Apple,C02M61B0FD58,C02M61B0FD58,,,279388,1/11/16 10:12,
wmcb7-890,,2497,"2,497",Apple,C02M80TJFD58,C02M80TJFD58,,,279420,1/11/16 10:12,
wmbb2-0ce,,2498,"2,498",Apple,C02M42RDFD59,C02M42RDFD59,,,279324,1/11/16 10:11,
wmc7b-184,,2511,"2,511",Apple,C02M90P1FD59,C02M90P1FD59,,,275418,1/11/16 10:05,
wm9e7-2b4,,2523,"2,523",Apple,C02M3530F6T6,C02M3530F6T6,,,277552,1/11/16 10:12,
bm282-3f3,,2533,"2,533",Apple,D25JN029DHJW,D25JN029DHJW,,,279486,1/11/16 10:12,
wma98-daa,,2535,"2,535",Apple,C02M22T6FD58,C02M22T6FD58,,,279478,1/11/16 10:11,
rm31d-bb8,,2536,"2,536",Apple,C02HP0M8DV7P,C02HP0M8DV7P,,,279494,1/11/16 10:12,
wmc14-162,,2539,"2,539",Apple,C02M635HFD59,C02M635HFD59,,,275608,1/11/16 10:05,
wm1fe-84a,,2542,"2,542",Apple,C02LD6V8F6T6,C02LD6V8F6T6,,,278454,1/11/16 10:12,
wmcb6-cb0,,2543,"2,543",Apple,C02M80THFD58,C02M80THFD58,,,279518,1/11/16 10:11,
GM1CA-C65,,2550,"2,550",Apple,D25HN0Y7DHJW,D25HN0Y7DHJW,,,275648,1/11/16 10:05,
wmcb6-cd0,,2571,"2,571",Apple,C02M80TKFD58,C02M80TKFD58,,,277712,1/11/16 10:12,
WM423-2d0,,2572,"2,572",Apple,C02LP2SVFD59,C02LP2SVFD59,,,279076,1/11/16 10:12,
GM282-382,,2573,"2,573",Apple,D25JN024DHJW,D25JN024DHJW,,,276552,1/11/16 10:06,
wmcb7-a52,,2586,"2,586",Apple,C02M80TDFD58,C02M80TDFD58,,,275450,1/11/16 10:05,
gmbdb-770,,2590,"2,590",Apple,D25KF0WDDNMP,D25KF0WDDNMP,,,276432,1/11/16 10:06,
gmb0d-73a,,2593,"2,593",Apple,D25KD5NGDNMP,D25KD5NGDNMP,,,276308,1/11/16 10:06,
RM281-5E6,,2609,"2,609",Apple,D25JN023DHJW,D25JN023DHJW,,,276022,1/11/16 10:06,
gmbdb-12c,,2610,"2,610",Apple,D25KF0WEDNMP,D25KF0WEDNMP,,,275560,1/11/16 10:05,
wmd2b-004,,2616,"2,616",Apple,C02MC1Z1FD58,C02MC1Z1FD58,,,275552,1/11/16 10:05,
gmbf2-871,,2627,"2,627",Apple,F5KMF00UF9VM,F5KMF00UF9VM,,,277124,1/11/16 10:12,
wmc03-d28,,2628,"2,628",Apple,C02M83B8FD59,C02M83B8FD59,,,275902,1/11/16 10:05,
wme70-44a,,2637,"2,637",Apple,C02M42G0F6T6,C02M42G0F6T6,,,279536,1/11/16 10:12,
ltkimac,,2639,"2,639",Apple,D25GH1BZDHJW,D25GH1BZDHJW,,,279526,1/11/16 10:12,
gmbf8-f11,,2658,"2,658",Apple,F5KMF0LPF694,F5KMF0LPF694,,,279560,1/11/16 10:12,
gm693-6a9,,2663,"2,663",Apple,D25H212XDHJW,D25H212XDHJW,,,275046,1/11/16 10:04,
gm4be-566,,2666,"2,666",Apple,D25J70WVDHJW,D25J70WVDHJW,,,279544,1/11/16 10:12,
wmcb8-bdc,,2671,"2,671",Apple,C02M80TGFD58,C02M80TGFD58,,,276918,1/11/16 10:07,
wm8ac-49c,,2696,"2,696",Apple,C02MC3LQF6T6,C02MC3LQF6T6,,,277544,1/11/16 10:12,
wm8a7-6c2,,2698,"2,698",Apple,C02M91SKF6T6,C02M91SKF6T6,,,275880,1/11/16 10:05,
wmd2b-72a,,2701,"2,701",Apple,C02MC1W3FD58,C02MC1W3FD58,,,276332,1/11/16 10:06,
wm16d-db6,,2704,"2,704",Apple,C02MC1VYFD58,C02MC1VYFD58,,,275442,1/11/16 10:05,
wme6c-edc,,2707,"2,707",Apple,C02M42ETF6T6,C02M42ETF6T6,,,274754,1/11/16 10:03,
wmbf0-022,,2708,"2,708",Apple,C02MJ0E7FD59,C02MJ0E7FD59,,,275856,1/11/16 10:05,
wmf22-034,,2709,"2,709",Apple,C02M91RQF6T6,C02M91RQF6T6,,,275864,1/11/16 10:05,
wm8a7-4e2,,2712,"2,712",Apple,C02M91W1F6T6,C02M91W1F6T6,,,275168,1/11/16 10:04,
wmc5a-0f0,,2718,"2,718",Apple,C02MJ1P6FH04,C02MJ1P6FH04,,,279012,1/11/16 10:11,
wmd1a-000,,2720,"2,720",Apple,C02MC1VRFD58,C02MC1VRFD58,,,274394,1/11/16 10:03,
wmc11-278,,2725,"2,725",Apple,C02M635EFD59,C02M635EFD59,,,275176,1/11/16 10:04,
wmd16-94e,,2727,"2,727",Apple,C02MC1VUFD58,C02MC1VUFD58,,,274448,1/11/16 10:03,
wmd48-119,,2730,"2,730",Apple,C02KN13SFFRR,C02KN13SFFRR,,,274386,1/11/16 10:03,
wme6c-ef6,,2731,"2,731",Apple,C02M42G7F6T6,C02M42G7F6T6,,,275410,1/11/16 10:05,
wmd2a-31e,,2732,"2,732",Apple,C02MC22GFD58,C02MC22GFD58,,,274970,1/11/16 10:04,
wmce6-9fb,,2739,"2,739",Apple,C02J88RCDKQ5,C02J88RCDKQ5,,,278198,1/11/16 10:12,
wm8a7-90c,,2741,"2,741",Apple,C02M91VVF6T6,C02M91VVF6T6,,,275316,1/11/16 10:04,
wm080-222,,2742,"2,742",Apple,C02M352XF6T6,C02M352XF6T6,,,277906,1/11/16 10:12,
gm1d0-dd8,,2746,"2,746",Apple,D25HK0ECDHJW,D25HK0ECDHJW,,,275078,1/11/16 10:04,
wm8af-84c,,2748,"2,748",Apple,C02MC3HLF6T6,C02MC3HLF6T6,,,277240,1/11/16 10:12,
wm979-ca4,,2749,"2,749",Apple,C02MD2WXF6T6,C02MD2WXF6T6,,,279584,1/11/16 10:12,
wm918-6c8,,2751,"2,751",Apple,C02MD2G7F6T6,C02MD2G7F6T6,,,275712,1/11/16 10:05,
wmd42-0ef,,2755,"2,755",Apple,C02KP0TXFFRR,C02KP0TXFFRR,,,279616,1/11/16 10:11,
wm8a6-cf4,,2757,"2,757",Apple,C02M91SJF6T6,C02M91SJF6T6,,,279568,1/11/16 10:12,
wmd2a-330,,2759,"2,759",Apple,C02MC245FD58,C02MC245FD58,,,275070,1/11/16 10:04,
gmeae-db1,,2760,"2,760",Apple,C02L31N1F1G3,C02L31N1F1G3,,,274644,1/11/16 10:03,
wmc05-ec8,,2762,"2,762",Apple,C02M635FFD59,C02M635FFD59,,,279608,1/11/16 10:11,
wmd2a-922,,2766,"2,766",Apple,C02MC244FD58,C02MC244FD58,,,279624,1/11/16 10:12,
wm8a7-6c4,,2779,"2,779",Apple,C02M91SHF6T6,C02M91SHF6T6,,,279776,1/11/16 10:13,
wmc03-bd0,,2780,"2,780",Apple,C02M83B4FD59,C02M83B4FD59,,,279576,1/11/16 10:11,
gm9a1-b85,,2783,"2,783",Apple,C07MM1ZNDY3H,C07MM1ZNDY3H,,,279632,1/11/16 10:13,
wmd2a-30e,,2786,"2,786",Apple,C02MC22HFD58,C02MC22HFD58,,,279712,1/11/16 10:13,
wm1b0-c59,,2787,"2,787",Apple,C02KM14GFFT3,C02KM14GFFT3,,,279728,1/11/16 10:13,
wm8ae-fa8,,2788,"2,788",Apple,C02MC3GXF6T6,C02MC3GXF6T6,,,279688,1/11/16 10:13,
wmd1c-b2e,,2789,"2,789",Apple,C02MC1VTFD58,C02MC1VTFD58,,,279720,1/11/16 10:13,
wmd1c-ae2,,2791,"2,791",Apple,C02MC1VSFD58,C02MC1VSFD58,,,279664,1/11/16 10:13,
wm97b-950,,2792,"2,792",Apple,C02MD2X5F6T6,C02MD2X5F6T6,,,276054,1/11/16 10:06,
wmd1a-c18,,2793,"2,793",Apple,C02MC28QFD59,C02MC28QFD59,,,277968,1/11/16 10:12,
wmce6-9f1,,2794,"2,794",Apple,C02J88ESDKQ5,C02J88ESDKQ5,,,277962,1/11/16 10:12,
wmd2b-dca,,2796,"2,796",Apple,C02MC1VXFD58,C02MC1VXFD58,,,276416,1/11/16 10:06,
wm8af-85c,,2797,"2,797",Apple,C02MC3HFF6T6,C02MC3HFF6T6,,,279640,1/11/16 10:13,
wmb8e-be8,,2799,"2,799",Apple,C02MF2EKFD58,C02MF2EKFD58,,,279696,1/11/16 10:13,
wm8a6-56a,,2804,"2,804",Apple,C02M91VUF6T6,C02M91VUF6T6,,,279784,1/11/16 10:13,
wmf22-776,,2805,"2,805",Apple,C02M91PHF6T6,C02M91PHF6T6,,,275250,1/11/16 10:04,
wmb8e-1ee,,2806,"2,806",Apple,C02MF2AYFD58,C02MF2AYFD58,,,275258,1/11/16 10:04,
wmb8e-33a,,2807,"2,807",Apple,C02MF2HCFD58,C02MF2HCFD58,,,275818,1/11/16 10:05,
WM494-872,,2808,"2,808",Apple,C02LT01NFD58,C02LT01NFD58,,,279816,1/11/16 10:13,
wmb81-0aa,,2809,"2,809",Apple,C02MF2F1FD58,C02MF2F1FD58,,,279808,1/11/16 10:13,
wmb8f-61a,,2810,"2,810",Apple,C02MF2ERFD58,C02MF2ERFD58,,,279792,1/11/16 10:13,
wmf2e-abb,,2811,"2,811",Apple,C02JK1LMDRVG,C02JK1LMDRVG,,,274630,1/11/16 10:03,
wmb8e-348,,2812,"2,812",Apple,C02MF2EYFD58,C02MF2EYFD58,,,275810,1/11/16 10:05,
wm8cc-626,,2814,"2,814",Apple,C02M3531F6T6,C02M3531F6T6,,,278562,1/11/16 10:12,
wmd1a-bf8,,2815,"2,815",Apple,C02MC28NFD59,C02MC28NFD59,,,278570,1/11/16 10:11,
wm97b-552,,2816,"2,816",Apple,C02MD2WTF6T6,C02MD2WTF6T6,,,279832,1/11/16 10:13,
wmb8e-77a,,2817,"2,817",Apple,C02MF2ELFD58,C02MF2ELFD58,,,279840,1/11/16 10:13,
WME6C-53A,,2819,"2,819",Apple,C02M42G1F6T6,C02M42G1F6T6,,,279800,1/11/16 10:13,
cm9cb-244,,2820,"2,820",Apple,C1MMP10LDV30,C1MMP10LDV30,,,279824,1/11/16 10:13,
wm64e-45c,,2821,"2,821",Apple,C02L42QKF6T6,C02L42QKF6T6,,,275840,1/11/16 10:05,
wmd1a-b7a,,2822,"2,822",Apple,C02MC28SFD59,C02MC28SFD59,,,276450,1/11/16 10:06,
wmd1c-d98,,2824,"2,824",Apple,C02MP182FD58,C02MP182FD58,,,276680,1/11/16 10:06,
wm8af-042,,2825,"2,825",Apple,C02MC3H5F6T6,C02MC3H5F6T6,,,277038,1/11/16 10:07,
GM31D-693,,2826,"2,826",Apple,C02HP0MBDV7P,C02HP0MBDV7P,,,277054,1/11/16 10:07,
wm8af-84a,,2827,"2,827",Apple,C02MC3HGF6T6,C02MC3HGF6T6,,,276576,1/11/16 10:06,
wmc15-2ca,,2829,"2,829",Apple,C02MJ2L3FD58,C02MJ2L3FD58,,,276926,1/11/16 10:07,
bm4df-f12,,2830,"2,830",Apple,D25G91RZDHJW,D25G91RZDHJW,,,276934,1/11/16 10:07,
wm8af-04a,,2831,"2,831",Apple,C02MC3GZF6T6,C02MC3GZF6T6,,,279848,1/11/16 10:13,
gm0f3-ae3,,2833,"2,833",Apple,D25GH1C0DHJW,D25GH1C0DHJW,,,279864,1/11/16 10:13,
gmc6a-2ec,,2834,"2,834",Apple,D25ML0R3F8J9,D25ML0R3F8J9,,,279882,1/11/16 10:13,
wm97b-3e6,,2835,"2,835",Apple,C02MD2X1F6T6,C02MD2X1F6T6,,,277776,1/11/16 10:12,
wm8af-05a,,2836,"2,836",Apple,C02MC3GYF6T6,C02MC3GYF6T6,,,277784,1/11/16 10:12,
wmb8e-182,,2837,"2,837",Apple,C02MF2DFFD58,C02MF2DFFD58,,,279874,1/11/16 10:13,
wm945-504,,2847,"2,847",Apple,C02MD2KTF6T6,C02MD2KTF6T6,,,275126,1/11/16 10:04,
wm8af-840,,2848,"2,848",Apple,C02MC3HBF6T6,C02MC3HBF6T6,,,275110,1/11/16 10:04,
wmd1a-b9e,,2849,"2,849",Apple,C02MC28PFD59,C02MC28PFD59,,,279510,1/11/16 10:12,
wmc15-2b8,,2850,"2,850",Apple,C02MJ2KXFD58,C02MJ2KXFD58,,,275118,1/11/16 10:04,
wmb61-541,,2853,"2,853",Apple,C02MM994F6T6,C02MM994F6T6,,,275102,1/11/16 10:04,
wm8af-850,,2857,"2,857",Apple,C02MC3HQF6T6,C02MC3HQF6T6,,,276852,1/11/16 10:07,
wm8ae-808,,2863,"2,863",Apple,C02MC3H3F6T6,C02MC3H3F6T6,,,275038,1/11/16 10:04,
wmb61-547,,2864,"2,864",Apple,C02MM98TF6T6,C02MM98TF6T6,,,275018,1/11/16 10:04,
gmcbc-af8,,2868,"2,868",Apple,D25MR10MF8J9,D25MR10MF8J9,,,280602,1/11/16 10:14,
gmcbd-14e,,2869,"2,869",Apple,D25MR10NF8J9,D25MR10NF8J9,,,280610,1/11/16 10:14,
wm97a-00e,,2870,"2,870",Apple,C02MD2WWF6T6,C02MD2WWF6T6,,,280618,1/11/16 10:14,
wmb61-647,,2875,"2,875",Apple,C02MM995F6T6,C02MM995F6T6,,,277378,1/11/16 10:12,
wmca0-d1c,,2877,"2,877",Apple,C02MM2AHFD58,C02MM2AHFD58,,,276276,1/11/16 10:06,
wmc9f-5b2,,2878,"2,878",Apple,C02MM2A6FD58,C02MM2A6FD58,,,275592,1/11/16 10:05,
wmd9a-fb8,,2879,"2,879",Apple,C02MT599FH01,C02MT599FH01,,,280262,1/11/16 10:14,
wmdc3-120,,2880,"2,880",Apple,C02MV5NMFD56,C02MV5NMFD56,,,280378,1/11/16 10:14,
wmcf7-ae6,,2881,"2,881",Apple,C02MC28TFD59,C02MC28TFD59,,,279954,1/11/16 10:13,
wmca1-fda,,2883,"2,883",Apple,C02MM2AQFD58,C02MM2AQFD58,,,278746,1/11/16 10:11,
wm336-c77,,2885,"2,885",Apple,C02KF17YFFT3,C02KF17YFFT3,,,280650,1/11/16 10:14,
wmca1-f2e,,2886,"2,886",Apple,C02MM2ANFD58,C02MM2ANFD58,,,280108,1/11/16 10:13,
wmb60-c7f,,2888,"2,888",Apple,C02MM992F6T6,C02MM992F6T6,,,280074,1/11/16 10:13,
wmb61-653,,2889,"2,889",Apple,C02MM98YF6T6,C02MM98YF6T6,,,280066,1/11/16 10:13,
gm282-2f4,,2890,"2,890",Apple,D25JN021DHJW,D25JN021DHJW,,,280642,1/11/16 10:14,
wmc45-fb1,,2892,"2,892",Apple,C02MW193F5YW,C02MW193F5YW,,,276354,1/11/16 10:06,
wmd1a-b9a,,2893,"2,893",Apple,C02MC28VFD59,C02MC28VFD59,,,280594,1/11/16 10:14,
wmd1a-ba8,,2894,"2,894",Apple,C02MC28MFD59,C02MC28MFD59,,,280230,1/11/16 10:14,
gmd0b-ae2,,2896,"2,896",Apple,W894807V5RU,W894807V5RU,,,276362,1/11/16 10:06,
wmb6c-5c7,,2897,"2,897",Apple,C02MQ6WQF6T6,C02MQ6WQF6T6,,,280658,1/11/16 10:14,
gm56e-731,,2902,"2,902",Apple,C02G31H2DF8Y,C02G31H2DF8Y,,,280684,1/11/16 10:14,
wm194-7bf,,2903,"2,903",Apple,C02HX6UFDKQ5,C02HX6UFDKQ5,,,280666,1/11/16 10:14,
wmb64-b7d,,2905,"2,905",Apple,C02MQ6WTF6T6,C02MQ6WTF6T6,,,280716,1/11/16 10:14,
wmca1-f34,,2906,"2,906",Apple,C02MM2A5FD58,C02MM2A5FD58,,,280724,1/11/16 10:14,
cm3d9-703,,2908,"2,908",Apple,D25GH1C5DHJW,D25GH1C5DHJW,,,280674,1/11/16 10:14,
wmc93-8ba,,2909,"2,909",Apple,C02ML1XTFD59,C02ML1XTFD59,,,280732,1/11/16 10:14,
gmd04-b26,,2910,"2,910",Apple,D25MR10SF8J9,D25MR10SF8J9,,,280034,1/11/16 10:13,
gmd52-b47,,2911,"2,911",Apple,D25MT0NVF8J9,D25MT0NVF8J9,,,280312,1/11/16 10:14,
gm9bb-765,,2920,"2,920",Apple,D25MT0P2F8J9,D25MT0P2F8J9,,,280692,1/11/16 10:14,
gmd53-0b8,,2921,"2,921",Apple,D25MT0P3F8J9,D25MT0P3F8J9,,,279946,1/11/16 10:13,
wm162-0ab,,2938,"2,938",Apple,C02L80H5FFT3,C02L80H5FFT3,,,280554,1/11/16 10:14,
wmc95-78c,,2940,"2,940",Apple,C02ML1XVFD59,C02ML1XVFD59,,,274770,1/11/16 10:03,
wmb61-ed5,,2942,"2,942",Apple,C02MM98MF6T6,C02MM98MF6T6,,,276974,1/11/16 10:07,
wme2f-11a,,2944,"2,944",Apple,C02N203NFH05,C02N203NFH05,,,280800,1/11/16 10:14,
wmca0-6a0,,2945,"2,945",Apple,C02MM2A8FD58,C02MM2A8FD58,,,275538,1/11/16 10:05,
wmd91-3a6,,2947,"2,947",Apple,C02MR21YFD58,C02MR21YFD58,,,280816,1/11/16 10:14,
wm64f-c74,,2949,"2,949",Apple,C02L41UJF6T6,C02L41UJF6T6,,,280808,1/11/16 10:14,
wmb6c-5b9,,2952,"2,952",Apple,C02MQ6WVF6T6,C02MQ6WVF6T6,,,280514,1/11/16 10:14,
bm849-475,,2955,"2,955",Apple,C02LF00DF1G3,C02LF00DF1G3,,,280832,1/11/16 10:14,
GMD04-B3B,,2956,"2,956",Apple,D25MR10TF8J9,D25MR10TF8J9,,,280166,1/11/16 10:14,
wmd8e-c86,,2957,"2,957",Apple,C02MR21WFD58,C02MR21WFD58,,,280784,1/11/16 10:14,
wm19e-787,,2960,"2,960",Apple,C02J4A74DKQ5,C02J4A74DKQ5,,,275530,1/11/16 10:05,
wm215-343,,2961,"2,961",Apple,C02L31G6FFT3,C02L31G6FFT3,,,280362,1/11/16 10:14,
wmd91-8e8,,2962,"2,962",Apple,C02MR222FD58,C02MR222FD58,,,277248,1/11/16 10:11,
wmb6a-a9f,,2965,"2,965",Apple,C02MQ6WRF6T6,C02MQ6WRF6T6,,,280546,1/11/16 10:14,
wmb6b-f97,,2966,"2,966",Apple,C02MQ6WHF6T6,C02MQ6WHF6T6,,,280824,1/11/16 10:14,
wmd91-3a8,,2969,"2,969",Apple,C02MR22EFD58,C02MR22EFD58,,,275720,1/11/16 10:05,
wmd91-6f6,,2970,"2,970",Apple,C02MR22GFD58,C02MR22GFD58,,,280278,1/11/16 10:14,
wm64f-06e,,2972,"2,972",Apple,C02L427NF6T6,C02L427NF6T6,,,280222,1/11/16 10:14,
wmd2b-dec,,2973,"2,973",Apple,C02MC1VVFD58,C02MC1VVFD58,,,276262,1/11/16 10:06,
wmcdf-382,,2974,"2,974",Apple,C02MN087FD59,C02MN087FD59,,,280174,1/11/16 10:14,
wm20e-eaa,,2976,"2,976",Apple,C02LD2GTF6T6,C02LD2GTF6T6,,,280370,1/11/16 10:14,
wm945-844,,2979,"2,979",Apple,C02MD27UF6T6,C02MD27UF6T6,,,277202,1/11/16 10:12,
gma9b-8b8,,2980,"2,980",Apple,D25N30KEF8J9,D25N30KEF8J9,,,277194,1/11/16 10:12,
wmd91-6be,,2981,"2,981",Apple,C02MR22AFD58,C02MR22AFD58,,,280182,1/11/16 10:14,
wmd79-ca8,,2982,"2,982",Apple,C02MR22KFD58,C02MR22KFD58,,,280150,1/11/16 10:14,
wmd91-6c4,,2984,"2,984",Apple,C02MR22HFD58,C02MR22HFD58,,,280634,1/11/16 10:14,
wmb63-403,,2985,"2,985",Apple,C02MQ6WKF6T6,C02MQ6WKF6T6,,,280450,1/11/16 10:14,
wm915-206,,2987,"2,987",Apple,C02MD28JF6T6,C02MD28JF6T6,,,277272,1/11/16 10:12,
wmc93-4ac,,2988,"2,988",Apple,C02ML1YAFD59,C02ML1YAFD59,,,280740,1/11/16 10:14,
MacBook Pro,,2989,"2,989",Apple,C02ML1XUFD59,C02ML1XUFD59,,,280270,1/11/16 10:14,
wmb6c-c53,,2990,"2,990",Apple,C02MQ6WWF6T6,C02MQ6WWF6T6,,,280142,1/11/16 10:14,
gma9d-87c,,2991,"2,991",Apple,D25N30K4F8J9,D25N30K4F8J9,,,279856,1/11/16 10:13,
gma9b-419,,2993,"2,993",Apple,D25N30K9F8J9,D25N30K9F8J9,,,280538,1/11/16 10:14,
wmc01-207,,2994,"2,994",Apple,C02MV824F6T6,C02MV824F6T6,,,277264,1/11/16 10:12,
wmc05-601,,2995,"2,995",Apple,C02MV827F6T6,C02MV827F6T6,,,277256,1/11/16 10:12,
wmb62-0b3,,2997,"2,997",Apple,C02MM98QF6T6,C02MM98QF6T6,,,276254,1/11/16 10:06,
wmc06-c51,,2998,"2,998",Apple,C02MV81WF6T6,C02MV81WF6T6,,,280442,1/11/16 10:14,
wmc15-2d2,,2999,"2,999",Apple,C02MJ2KYFD58,C02MJ2KYFD58,,,280386,1/11/16 10:14,
wmdef-d64,,3002,"3,002",Apple,C02MW1JUFD58,C02MW1JUFD58,,,280214,1/11/16 10:14,
wmde9-9e2,,3003,"3,003",Apple,C02MW1JYFD58,C02MW1JYFD58,,,276172,1/11/16 10:06,
wmd92-d2c,,3004,"3,004",Apple,C02MR22DFD58,C02MR22DFD58,,,274930,1/11/16 10:04,
bmb79-b90,,3006,"3,006",Apple,C02N400NFPF4,C02N400NFPF4,,,280098,1/11/16 10:13,
wm897-fe0,,3007,"3,007",Apple,C02LG53FF6T6,C02LG53FF6T6,,,276164,1/11/16 10:06,
wmb60-c87,,3008,"3,008",Apple,C02MM98RF6T6,C02MM98RF6T6,,,280304,1/11/16 10:14,
wmb60-c75,,3009,"3,009",Apple,C02MM98WF6T6,C02MM98WF6T6,,,277178,1/11/16 10:12,
wm129-9d4,,3011,"3,011",Apple,C02N804AG5RL,C02N804AG5RL,,,280394,1/11/16 10:14,
wm490-77e,,3013,"3,013",Apple,C02LT02DFD58,C02LT02DFD58,,,280434,1/11/16 10:14,
wmdd2-fde,,3015,"3,015",Apple,C02MW1JWFD58,C02MW1JWFD58,,,279898,1/11/16 10:13,
wmdef-6b0,,3016,"3,016",Apple,C02MW1JVFD58,C02MW1JVFD58,,,280042,1/11/16 10:13,
wmdef-6c8,,3017,"3,017",Apple,C02MW1HYFD58,C02MW1HYFD58,,,280050,1/11/16 10:13,
wma6b-439,,3018,"3,018",Apple,C02HN031DRHF,C02HN031DRHF,,,275918,1/11/16 10:06,
wmdef-7f2,,3019,"3,019",Apple,C02MW1HWFD58,C02MW1HWFD58,,,280418,1/11/16 10:14,
wmde9-9e0,,3020,"3,020",Apple,C02MW1JTFD58,C02MW1JTFD58,,,280426,1/11/16 10:14,
wmdef-6b6,,3021,"3,021",Apple,C02MW1HXFD58,C02MW1HXFD58,,,280792,1/11/16 10:14,
wmb6c-2fb,,3023,"3,023",Apple,C02MQ6WXF6T6,C02MQ6WXF6T6,,,279906,1/11/16 10:13,
wmdef-6d8,,3024,"3,024",Apple,C02MW1JSFD58,C02MW1JSFD58,,,280840,1/11/16 10:14,
gmbf5-185,,3025,"3,025",Apple,D25N70JXF8J9,D25N70JXF8J9,,,279970,1/11/16 10:13,
wmdc3-6f6,,3026,"3,026",Apple,C02MV082FT4P,C02MV082FT4P,,,280410,1/11/16 10:14,
wmdc3-6d0,,3027,"3,027",Apple,C02MV0BXFT4P,C02MV0BXFT4P,,,280856,1/11/16 10:14,
wm250-3cc,,3028,"3,028",Apple,C02N93BWG3QR,C02N93BWG3QR,,,280190,1/11/16 10:14,
wm252-3c6,,3029,"3,029",Apple,C02N93A6G3QR,C02N93A6G3QR,,,280848,1/11/16 10:14,
wmc94-e2c,,3030,"3,030",Apple,C02ML1YBFD59,C02ML1YBFD59,,,280010,1/11/16 10:13,
gmc34-b7c,,3031,"3,031",Apple,C07NC07WDY3H,C07NC07WDY3H,,,280158,1/11/16 10:14,
wm16f-c72,,3032,"3,032",Apple,C02NC0PUG5RL,C02NC0PUG5RL,,,280402,1/11/16 10:14,
wmc01-217,,3034,"3,034",Apple,C02MV820F6T6,C02MV820F6T6,,,280058,1/11/16 10:13,
gm181-1c9,,3035,"3,035",Apple,W80260MDAGY,W80260MDAGY,,,278500,1/11/16 10:12,
wmdcc-86a,,3036,"3,036",Apple,C02MV0CWFT4P,C02MV0CWFT4P,,,276180,1/11/16 10:06,
wm251-d0c,,3037,"3,037",Apple,C02NC25GG3QT,C02NC25GG3QT,,,279962,1/11/16 10:13,
wmdad-3eb,,3039,"3,039",Apple,C02N2660G5RP,C02N2660G5RP,,,280206,1/11/16 10:14,
wm197-e31,,3042,"3,042",Apple,C02L21GGFFT3,C02L21GGFFT3,,,276370,1/11/16 10:06,
wm1a5-fef,,3045,"3,045",Apple,C02KM1J4FFT3,C02KM1J4FFT3,,,280466,1/11/16 10:14,
wmdae-b43,,3046,"3,046",Apple,C02N25LSG5RP,C02N25LSG5RP,,,280864,1/11/16 10:14,
wmdc8-dd8,,3048,"3,048",Apple,C02MV0CMFT4P,C02MV0CMFT4P,,,277922,1/11/16 10:12,
wmdcc-92c,,3049,"3,049",Apple,C02MV0AVFT4P,C02MV0AVFT4P,,,280872,1/11/16 10:14,
